query_id;query_text;rank;document_id;document_title;score;relevant
10;"are real-gas transport properties for air available over a wide range of
enthalpies and densities .";5;524;"stagnation point heat transfer in partially ionized
air .";17.52429246208204;False
10;"are real-gas transport properties for air available over a wide range of
enthalpies and densities .";6;1286;"equilibrium real-gas performance charts for a shypersonic
shock-tube wind-tunnel employing nitrogen .";16.973034076403874;False
10;"are real-gas transport properties for air available over a wide range of
enthalpies and densities .";7;691;"calculation procedure for thermodynamic transport, and flow properties
of the combustion products of a hydrocarbon fuel mixture burned in air
with results for ethylene-air and methane-air mixtures .";16.481923314786584;False
10;"are real-gas transport properties for air available over a wide range of
enthalpies and densities .";8;1214;"the drag of elongated bodies over a wide reynolds number
range .";15.905564121430963;False
10;"are real-gas transport properties for air available over a wide range of
enthalpies and densities .";9;1010;free-flight measurements of the static and dynamic .;15.604561134390673;False
10;"are real-gas transport properties for air available over a wide range of
enthalpies and densities .";10;1009;free-flight measurements of the static and dynamic .;15.428376852397482;False
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";1;1122;"on the role of initial imperfections in plastic buckling
of cylinders under axial compression .";35.60296125632145;True
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";2;760;"inelastic buckling of initially imperfect cylindrical
shells subject to axial compression .";34.68341925066885;False
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";3;822;"effects of imperfections on buckling of thin cylinders
and columns under axial compression .";34.350716015075896;True
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";4;1051;"the stability of thin-walled unstiffened circular cylinders
under axial compression including the effects of internal
pressure .";30.538445380220196;True
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";5;739;"the buckling of thin cylindrical shells under axial
compression .";30.43174419577078;False
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";6;1068;"instability analysis of cylindrical shells under hydrostatic
pressure .";30.376472179231524;False
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";7;1126;"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .";29.963019493584206;False
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";8;1171;"the stability under axial compression and lateral pressure
of circular cylindrical shells with a soft elastic
core .";28.971591208004302;False
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";9;741;"the behaviour of thin cylindrical shells after buckling
under axial compression .";28.513200646761444;False
100;"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .";10;1067;"plastic stability theory of geometrically orthotropic
plates and cylindrical shells .";25.99846966120716;False
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";1;819;"stresses in the plastic range around a normally loaded
circular hole in an infinite sheet .";32.96771978561506;True
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";2;817;loading paths and the incremental stress law .;31.325802755099325;True
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";3;823;"plastic torsional buckling strength of cylinders including
the effects of imperfections .";25.817471590601933;False
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";4;820;theories of plastic buckling .;25.584272590925274;True
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";5;1119;plastic stability theory of thin shells .;25.5307912715015;False
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";6;760;"inelastic buckling of initially imperfect cylindrical
shells subject to axial compression .";24.208973957684993;False
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";7;837;"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .";23.41538339256707;False
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";8;825;inelastic instability and incremental theories of plasticity .;22.50215971417366;True
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";9;818;"a quantitative comparison of flow and deformation theories
of plasticity .";21.531331697045175;True
101;"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .";10;826;small bending and stretching of sandwich type shells .;21.366195969633246;False
102;basic dynamic characteristics of structures continuous over many spans .;1;910;"natural frequencies of continuous beams of uniform
span length .";15.475839741338929;True
102;basic dynamic characteristics of structures continuous over many spans .;2;729;stresses in continuous skin stiffener panels under random loading .;12.141127476103343;False
102;basic dynamic characteristics of structures continuous over many spans .;3;1007;free-flight measurements of the static and dynamic .;11.477613710109475;False
102;basic dynamic characteristics of structures continuous over many spans .;4;516;"free-flight measurements of the dynamic longitudinal
stability characteristics of a wind tunnel interference
model (m=0 .92 to 1. 35) .";11.25220926448551;False
102;basic dynamic characteristics of structures continuous over many spans .;5;720;"a note on the use of sandwich structures in severe acoustic
environments .";10.849776268679259;False
102;basic dynamic characteristics of structures continuous over many spans .;6;913;vibrations of beams on many supports .;9.728703040551174;True
102;basic dynamic characteristics of structures continuous over many spans .;7;1331;"calculated responses of a large sweptwing airplane
to continuous turbulence with flight-test comparisons .";9.666420660151573;False
102;basic dynamic characteristics of structures continuous over many spans .;8;1006;free-flight measurements of the static and dynamic .;9.475726007183836;False
102;basic dynamic characteristics of structures continuous over many spans .;9;1092;"wing-nacelle-propeller interference for wings of various
spans . force and pressure distribution tests .";9.410810999915206;False
102;basic dynamic characteristics of structures continuous over many spans .;10;1001;"wind tunnel investigation of the static and dynamic stability
characteristics of a 10degree semivertex angle blunted cone .";9.144468513657465;False
103;is the information on the buckling of sandwich sphere available .;1;761;buckling of sandwich under normal pressure .;20.251370794760398;False
103;is the information on the buckling of sandwich sphere available .;2;1050;"compressive buckling of simply supported curved plates
and cylinders of sandwich construction .";12.535246626767883;False
103;is the information on the buckling of sandwich sphere available .;3;1048;a small deflection theory for curved sandwich plates .;12.258890878459631;False
103;is the information on the buckling of sandwich sphere available .;4;1127;the buckling of sandwich type panels .;12.18987004197758;False
103;is the information on the buckling of sandwich sphere available .;5;956;"elastic stability of simply supported corrugated core
sand- wich cylinders .";11.017258813927064;False
103;is the information on the buckling of sandwich sphere available .;6;1214;"the drag of elongated bodies over a wide reynolds number
range .";10.986792075693817;False
103;is the information on the buckling of sandwich sphere available .;7;1126;"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .";10.817570772717097;False
103;is the information on the buckling of sandwich sphere available .;8;951;a unified theory of creep buckling under normal loads .;10.60204331982063;False
103;is the information on the buckling of sandwich sphere available .;9;1027;note on creep buckling of columns .;10.237543401370987;False
103;is the information on the buckling of sandwich sphere available .;10;251;"a collection of longitudinal stability derivatives
of wings at supersonic speeds .";9.599562590636683;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";1;762;"allowable axial loads and bending moments for inelastic structures
under nonuniform temperature distribution .";27.595583248926005;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";2;1024;note on creep buckling of columns .;20.09839472329246;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";3;837;"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .";17.675688359912133;True
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";4;1019;note on creep buckling of columns .;16.438149625809018;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";5;744;"lower buckling load in the non-linear buckling theory
of thin shells .";16.426560795282345;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";6;644;"a study of the cantilever square plate subjected to
a uniform loading .";15.987016217817184;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";7;462;photo-thermoelasticity .;15.510329146858641;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";8;825;inelastic instability and incremental theories of plasticity .;15.491922462971091;False
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";9;835;the problem of strain accumulation under thermal cycling .;15.414947452431544;True
104;"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .";10;1294;"non-linear shallow shell analysis by the matrix force
method .";15.37822732539379;False
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";1;848;"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .";43.82393242649936;True
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";2;764;"breathing vibrations of a circular shell with an internal
liquid .";40.962579681773775;False
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";3;847;"experimental study of the vibrations of a circular
cylindrical shell .";24.36165098897577;True
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";4;953;"vibrations of infinitely long cylindrical shells under
initial stress .";19.479379508864717;False
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";5;1126;"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .";15.65054742797563;False
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";6;117;the motion of a viscous liquid past a paraboloid .;15.263147810458156;False
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";7;1068;"instability analysis of cylindrical shells under hydrostatic
pressure .";14.76089799585231;False
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";8;763;"effects of internal pressure on the buckling of circular-cylindrical
shells under bending.";13.529814952674833;False
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";9;846;"on the vibration of thin cylindrical shells under internal
pressure .";13.331843528024987;True
105;"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .";10;739;"the buckling of thin cylindrical shells under axial
compression .";13.266473396575613;False
106;experimental techniques in shell vibration .;1;764;"breathing vibrations of a circular shell with an internal
liquid .";10.221948195627004;False
106;experimental techniques in shell vibration .;2;42;"the gyroscopic effect of a rigid rotating propeller
on engine and wing vibration modes .";9.996292670820822;False
106;experimental techniques in shell vibration .;3;552;chemical kinetics of high temperature air .;8.693207892714916;False
106;experimental techniques in shell vibration .;4;847;"experimental study of the vibrations of a circular
cylindrical shell .";8.134178960418039;True
106;experimental techniques in shell vibration .;5;846;"on the vibration of thin cylindrical shells under internal
pressure .";7.988675236155549;True
106;experimental techniques in shell vibration .;6;878;"experimental model techniques and equipment for flutter
investigations .";7.954749261233546;False
106;experimental techniques in shell vibration .;7;844;"flexural vibrations of the walls of thin cylindrical
shells having freely supported ends .";7.9473907560855706;True
106;experimental techniques in shell vibration .;8;908;random vibration .;7.561900986075641;False
106;experimental techniques in shell vibration .;9;728;free vibrations of continuous skin stringer panels .;7.249172519620949;False
106;experimental techniques in shell vibration .;10;1066;"wind tunnel measurements of aerodynamic damping derivatives
of a launch vehicle vibrating in free-free bending
modes at mach numbers from 0. 70 to 2. 87 and comparisons
with theory .";7.229968120779643;False
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";1;640;the design of structures to resist jet noise fatigue .;32.680533425446704;False
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";2;725;"the response of a typical aircraft structure to jet
noise .";26.286006931286437;True
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";3;909;the effect of jet noise on aircraft structures .;22.400540574606893;True
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";4;883;correlated fatigue data for aircraft structural joints .;19.996853397481505;False
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";5;29;"a simple model study of transient temperature and thermal
stress distribution due to aerodynamic heating .";19.100225638780476;False
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";6;658;"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .";19.03482930633406;False
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";7;911;"experimental study of the random vibrations of an aircraft
structure excited by jet noise .";18.694826255544406;True
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";8;220;"a general purpose analogue correlator for the analysis of
random noise signals .";18.37577959137421;False
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";9;184;scale models for thermo-aeroelastic research .;17.268982184735936;False
107;"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .";10;1039;on transverse vibrations of thin, shallow elastic shells .;17.185952760308137;False
108;what data is there on the fatigue of structures under acoustic loading .;1;75;studies of structural failure due to acoustic loading .;26.118143120853944;True
108;what data is there on the fatigue of structures under acoustic loading .;2;720;"a note on the use of sandwich structures in severe acoustic
environments .";21.05321872627834;True
108;what data is there on the fatigue of structures under acoustic loading .;3;724;structural acoustic proof testing .;18.927664772476792;True
108;what data is there on the fatigue of structures under acoustic loading .;4;727;"a study of the acoustic fatigue characteristics of
some flat and curved aluminium panels exposed to random
and discrete noise .";17.070731500986817;True
108;what data is there on the fatigue of structures under acoustic loading .;5;726;on structural fatigue under random loading .;16.25142825530955;True
108;what data is there on the fatigue of structures under acoustic loading .;6;881;cumulative damage in fatigue .;16.065427604230926;False
108;what data is there on the fatigue of structures under acoustic loading .;7;884;the estimation of fatigue damage on structural elements .;14.834300362124694;False
108;what data is there on the fatigue of structures under acoustic loading .;8;951;a unified theory of creep buckling under normal loads .;13.580544036084376;False
108;what data is there on the fatigue of structures under acoustic loading .;9;909;the effect of jet noise on aircraft structures .;13.548836487908128;True
108;what data is there on the fatigue of structures under acoustic loading .;10;837;"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .";13.11701848230819;False
109;panels subjected to aerodynamic heating .;1;51;"theory of aircraft structural models subjected to aerodynamic
heating and external loads .";13.700840580265227;False
109;panels subjected to aerodynamic heating .;2;711;"an investigation at subsonic speeds of aerodynamic characteristics at
angles of attack from -dash 4degrees to 100degrees of a delta-wing
reentry configuration having folding wingtip panels .";13.268716997619848;False
109;panels subjected to aerodynamic heating .;3;1008;free-flight measurements of the static and dynamic .;13.195217977065873;False
109;panels subjected to aerodynamic heating .;4;859;"flutter of aerodynamically heated aluminium-alloy and
stainless steel panels with length-width ratio of 10
at mach 3. 0.";13.06520696063943;False
109;panels subjected to aerodynamic heating .;5;5;"one-dimensional transient heat conduction into a double-layer
slab subjected to a linear heat input for a small time
internal .";12.776206773380212;False
109;panels subjected to aerodynamic heating .;6;391;"flutter of rectangular simply supported panels at high
supersonic speeds .";12.735057102912025;False
109;panels subjected to aerodynamic heating .;7;627;flutter analysis of circular panels .;11.663015571010776;False
109;panels subjected to aerodynamic heating .;8;982;"the temperature history in a thick skin subjected to laminar heating
during entry into the atmosphere .";11.577268809633534;False
109;panels subjected to aerodynamic heating .;9;31;thermal buckling of supersonic wing panels .;11.550770498406083;False
109;panels subjected to aerodynamic heating .;10;29;"a simple model study of transient temperature and thermal
stress distribution due to aerodynamic heating .";9.869551709734926;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";1;495;"on similar solutions for strong blast waves and their
application to steady hypersonic flow .";30.87350574246939;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";2;654;"on the propagation and structure of the blast wave .
 part 1.";18.56848833965935;True
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";3;110;dynamics of a dissociating gas .;17.645873532817593;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";4;72;"boundary layer behind shock or thin expansion wave
moving into stationary fluid .";15.944154573884392;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";5;1327;on the propagation and structure of the blast wave .;15.86640535066453;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";6;1238;"the newtonian approximation in magnetic hypersonic
stagnation-point flow .";15.53712707115502;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";7;262;the formation of a blast wave by a very intense explosion .;15.473946174419433;True
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";8;667;"hypersonic shock layer theory of the stagnation region at low reynolds
number .";15.37957791538413;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";9;1356;"secondary flow fields embedded in hypersonic shock
layers .";14.859911843938704;False
11;"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .";10;472;waves in supersonic flow .;14.765348157257675;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";1;1117;"stability of orthotropic cylindrical shells under combined
loading .";18.23081151774133;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";2;1387;"the buckling of a square panel under shear, when one
pair of opposite edges is clamped and the other pair
is simply supported .";17.225328405653123;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";3;245;the ground effect on the jet flap in two dimensions .;15.043156441279336;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";4;1071;"stability of thin torispherical shells under uniform
internal pressure .";13.977379886765362;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";5;1131;"the effect of axial constraint on the instability of
thin conical shells under external pressure .";13.822514608434936;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";6;1020;note on creep buckling of columns .;13.53392844084149;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";7;742;"post-buckling behaviour of axially compressed circular
cylinder shells .";13.467194162544143;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";8;685;"aerodynamic effects of some configuration variables
on the aeroelastic characteristics of lifting surfaces
at mach numbers from 0. 7 to 6. 86 .";13.323173527591763;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";9;642;"the buckling strength of a uniform circular cylinder
loaded in axial compression .";13.067478170003916;False
110;"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .";10;889;"a simplified method of elastic stability analysis for
thin cylindrical shells .";12.851481611436286;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";1;894;"flutter of a two dimensional simply supported buckled
panel with elastic restraint against edge displacement .";29.477656496486013;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";2;857;"experimental studies of flutter of buckled rectangular
panels at mach numbers from 1. 2 to 3. 0 including
effects of pressure differential and of panel
width-length ratio .";19.12085629677054;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";3;390;some panel-flutter studies using piston theory .;19.014995571907185;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";4;658;"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .";18.658143700742155;True
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";5;627;flutter analysis of circular panels .;18.52547288189138;True
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";6;1008;free-flight measurements of the static and dynamic .;16.763088966382085;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";7;766;"experimental investigation at mach number of 3. 0 of
effects of thermal stress and buckling on flutter characteristics
of flat single-bay panels of length-width ratio 0. 96 .";16.478713935886027;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";8;859;"flutter of aerodynamically heated aluminium-alloy and
stainless steel panels with length-width ratio of 10
at mach 3. 0.";16.347921480091394;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";9;856;"some experimental studies of panel flutter at mach
1 .3.";16.1892622744825;False
111;"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .";10;285;on the flutter of panels at high mach numbers .;16.00676835527814;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";1;641;"reduction of the clamped plate to two membrane problems
with an application to uniformly loaded sectors .";47.76128780393001;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";2;730;on the bending of a clamped plate .;33.68390531484964;True
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";3;422;"bending of a square plate with two adjacent edges free
and the others clamped or simply supported .";23.06924142143773;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";4;734;"the bending of uniformly loaded clamped plate in the
form of a circular sector .";22.550966922140386;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";5;733;the bending of a sectorial plate .;22.259204821933732;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";6;527;"note on the three-point boundary layer problem for
the blasius equations .";20.567794536960918;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";7;15;on two-dimensional panel flutter .;20.287528833600668;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";8;736;the bending of a wedge shaped plate .;20.254443184015454;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";9;735;"the bending of uniformly loaded sectorial plates with
clamped edges .";20.16355686321478;False
112;"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .";10;700;two and three-dimensional unsteady lift problems in high speed flight .;19.84183975500505;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";1;748;"subsonic aerodynamic flutter derivatives for wings and control surfaces,
 /compressible and incompressible flow/ .";19.722188014095323;True
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";2;704;"a systematic kernel function procedure for determining aerodynamic
forces on oscillating or steady finite wings at subsonic speeds .";18.812330098953726;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";3;685;"aerodynamic effects of some configuration variables
on the aeroelastic characteristics of lifting surfaces
at mach numbers from 0. 7 to 6. 86 .";17.6451157653065;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";4;708;"aerodynamic characteristics of two winged reentry vehicles at supersonic
 and hypersonic speeds .";17.180853495534475;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";5;815;"investigation of several blunt bodies to determine
trans- onic aerodynamic characteristics including effects
of spinning and of extendible afterbody flaps and some
measurements of unsteady base pressures .";16.79106847241632;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";6;1328;"the production of aerodynamic forces by heat addition
on external surfaces of aircraft .";15.720306417509939;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";7;52;"procedure for calculating flutter at high supersonic
speed including camber deflections, and comparison
with experimental results .";15.503763376484944;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";8;265;"some instabilities arising from the interaction between
shock waves and boundary layer .";15.172334431411878;True
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";9;1272;"oscillatory aerodynamic coefficients for a unified
supersonic hypersonic strip theory .";15.159830415387525;False
113;"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .";10;14;"piston theory - a new aerodynamic tool for the
aeroelastician .";14.118643061852316;False
114;"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .";1;895;"the airforces on the low aspect ratio rectangular wing
oscillating in sonic flow .";32.550768366832564;False
114;"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .";2;918;"on the low aspect ratio oscillating rectangular wing
in supersonic flow .";28.18760771905891;False
114;"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .";3;315;"scale effects at high subsonic and transonic speeds
and methods for fixing transition in model experiments .";26.39363491799;False
114;"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .";4;916;"the flow around oscillating low aspect ratio wings at transonic
speeds .";23.69023992953399;True
114;"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .";5;704;"a systematic kernel function procedure for determining aerodynamic
forces on oscillating or steady finite wings at subsonic speeds .";23.540273723856053;False
114;"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .";6;1333;aerodynamic forces on wings in non-uniform motion .;23.027777713528984;False
114;"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .";7;919;"theoretical studies of unsteady transonic flow . part iii . the
oscillating low aspect ratio rectangular wing .";22.348405461995206;True
