query_id,query_text,rank,document_id,document_title,score,relevant
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",3,818,"a quantitative comparison of flow and deformation theories
of plasticity .",26.977560421187547,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",4,760,"inelastic buckling of initially imperfect cylindrical
shells subject to axial compression .",26.2804335765344,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",5,1119,plastic stability theory of thin shells .,24.25726620015351,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",6,820,theories of plastic buckling .,23.94542338154472,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",7,823,"plastic torsional buckling strength of cylinders including
the effects of imperfections .",23.492015237472195,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",8,825,inelastic instability and incremental theories of plasticity .,22.652789625692066,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",9,837,"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .",21.20508507544409,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",10,767,"mathematical techniques applying to the thermal fatigue behaviour
of high temperature alloys .",19.302181672733305,False
102,basic dynamic characteristics of structures continuous over many spans .,1,910,"natural frequencies of continuous beams of uniform
span length .",12.247309430487917,True
102,basic dynamic characteristics of structures continuous over many spans .,2,1339,"calculation of flutter characteristics for finite-span swept or unswept
wings at subsonic and supersonic speeds by a modified strip analysis .",11.20276593741982,False
102,basic dynamic characteristics of structures continuous over many spans .,3,729,stresses in continuous skin stiffener panels under random loading .,11.034525408798581,False
102,basic dynamic characteristics of structures continuous over many spans .,4,1007,free-flight measurements of the static and dynamic .,10.24191728355327,False
102,basic dynamic characteristics of structures continuous over many spans .,5,1290,"measured and calculated subsonic and transonic flutter
characteristics of a 45 sweptback wing planform in
air and in freon-12 in the langley transonic dynamics
tunnel .",10.227212748648107,False
102,basic dynamic characteristics of structures continuous over many spans .,6,1289,"numerical technique to lifting surface theory for calculation
of unsteady aerodynamic forces due to continuous sinusoidal
gusts on several wing planforms at sobsonic speeds .",9.569866095635842,False
102,basic dynamic characteristics of structures continuous over many spans .,7,728,free vibrations of continuous skin stringer panels .,9.037255183368087,True
102,basic dynamic characteristics of structures continuous over many spans .,8,913,vibrations of beams on many supports .,8.854320832967392,True
102,basic dynamic characteristics of structures continuous over many spans .,9,720,"a note on the use of sandwich structures in severe acoustic
environments .",8.78440939260727,False
102,basic dynamic characteristics of structures continuous over many spans .,10,1092,"wing-nacelle-propeller interference for wings of various
spans . force and pressure distribution tests .",8.651448192052502,False
103,is the information on the buckling of sandwich sphere available .,1,761,buckling of sandwich under normal pressure .,18.919335761162657,False
103,is the information on the buckling of sandwich sphere available .,2,1214,"the drag of elongated bodies over a wide reynolds number
range .",14.664412607251812,False
103,is the information on the buckling of sandwich sphere available .,3,1050,"compressive buckling of simply supported curved plates
and cylinders of sandwich construction .",12.276493027478304,False
103,is the information on the buckling of sandwich sphere available .,4,1127,the buckling of sandwich type panels .,12.181873740579654,False
103,is the information on the buckling of sandwich sphere available .,5,1048,a small deflection theory for curved sandwich plates .,11.629096035383872,False
103,is the information on the buckling of sandwich sphere available .,6,956,"elastic stability of simply supported corrugated core
sand- wich cylinders .",10.564164852536331,False
103,is the information on the buckling of sandwich sphere available .,7,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",9.81152977552593,False
103,is the information on the buckling of sandwich sphere available .,8,951,a unified theory of creep buckling under normal loads .,9.751908227368698,False
103,is the information on the buckling of sandwich sphere available .,9,251,"a collection of longitudinal stability derivatives
of wings at supersonic speeds .",8.958143579270015,False
103,is the information on the buckling of sandwich sphere available .,10,1027,note on creep buckling of columns .,8.950513076156605,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",1,762,"allowable axial loads and bending moments for inelastic structures
under nonuniform temperature distribution .",22.02016347026091,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",2,837,"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .",17.656142109967504,True
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",3,462,photo-thermoelasticity .,16.676201948711633,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",4,644,"a study of the cantilever square plate subjected to
a uniform loading .",16.66749248326353,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",5,1024,note on creep buckling of columns .,15.536564765031935,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",6,824,on the concept of stability of inelastic systems .,15.280011585074094,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",7,863,loads and deformations of buckled rectangular plates .,14.12384668954579,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",8,840,analysis of partly wrinkled membrane .,14.001024751123973,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",9,825,inelastic instability and incremental theories of plasticity .,13.852287306100468,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",10,744,"lower buckling load in the non-linear buckling theory
of thin shells .",13.618944382530135,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",1,848,"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .",36.85559977634589,True
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",2,764,"breathing vibrations of a circular shell with an internal
liquid .",35.95988741205303,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",3,847,"experimental study of the vibrations of a circular
cylindrical shell .",20.05242462268861,True
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",4,846,"on the vibration of thin cylindrical shells under internal
pressure .",19.663604630281018,True
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",5,953,"vibrations of infinitely long cylindrical shells under
initial stress .",15.96088238041102,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",6,763,"effects of internal pressure on the buckling of circular-cylindrical
shells under bending.",15.844777842672364,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",7,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",14.10905676965479,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",8,739,"the buckling of thin cylindrical shells under axial
compression .",14.081365124608743,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",9,1067,"plastic stability theory of geometrically orthotropic
plates and cylindrical shells .",13.7835694028097,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",10,1037,"on transverse vibrations of thin, shallow elastic shells .",13.667834265293727,False
106,experimental techniques in shell vibration .,1,847,"experimental study of the vibrations of a circular
cylindrical shell .",12.403929083953937,True
106,experimental techniques in shell vibration .,2,764,"breathing vibrations of a circular shell with an internal
liquid .",11.361741004689696,False
106,experimental techniques in shell vibration .,3,844,"flexural vibrations of the walls of thin cylindrical
shells having freely supported ends .",10.383055945307849,True
106,experimental techniques in shell vibration .,4,1036,"on transverse vibrations of thin, shallow elastic shells .",10.322706135333952,False
106,experimental techniques in shell vibration .,5,953,"vibrations of infinitely long cylindrical shells under
initial stress .",10.017735292311595,False
106,experimental techniques in shell vibration .,6,848,"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .",9.970325718811097,False
106,experimental techniques in shell vibration .,7,846,"on the vibration of thin cylindrical shells under internal
pressure .",9.886570453272775,True
106,experimental techniques in shell vibration .,8,1042,"on transverse vibrations of thin, shallow elastic shells .",9.54017397906714,False
106,experimental techniques in shell vibration .,9,1038,"on transverse vibrations of thin, shallow elastic shells .",9.43378282380753,False
106,experimental techniques in shell vibration .,10,1037,"on transverse vibrations of thin, shallow elastic shells .",9.147668191940024,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",1,640,the design of structures to resist jet noise fatigue .,34.219519137920784,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",2,725,"the response of a typical aircraft structure to jet
noise .",25.46706779473981,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",3,883,correlated fatigue data for aircraft structural joints .,22.680488944569937,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",4,909,the effect of jet noise on aircraft structures .,19.656832407763407,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",5,220,"a general purpose analogue correlator for the analysis of
random noise signals .",19.495803258601118,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",6,870,effect of rheological behaviour on thermal stresses .,19.414151412556592,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",7,720,"a note on the use of sandwich structures in severe acoustic
environments .",19.16585842178153,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",8,724,structural acoustic proof testing .,18.65585362496615,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",9,911,"experimental study of the random vibrations of an aircraft
structure excited by jet noise .",18.63861614002466,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",10,12,"some structural and aerelastic considerations of high
speed flight .",18.092834492287356,False
108,what data is there on the fatigue of structures under acoustic loading .,1,75,studies of structural failure due to acoustic loading .,24.526171070854712,True
108,what data is there on the fatigue of structures under acoustic loading .,2,724,structural acoustic proof testing .,21.2499904852627,True
108,what data is there on the fatigue of structures under acoustic loading .,3,720,"a note on the use of sandwich structures in severe acoustic
environments .",17.87019665916805,True
108,what data is there on the fatigue of structures under acoustic loading .,4,727,"a study of the acoustic fatigue characteristics of
some flat and curved aluminium panels exposed to random
and discrete noise .",17.75104672349205,True
108,what data is there on the fatigue of structures under acoustic loading .,5,884,the estimation of fatigue damage on structural elements .,17.597343765916502,False
108,what data is there on the fatigue of structures under acoustic loading .,6,883,correlated fatigue data for aircraft structural joints .,17.03921651697465,False
108,what data is there on the fatigue of structures under acoustic loading .,7,726,on structural fatigue under random loading .,15.978412521412855,True
108,what data is there on the fatigue of structures under acoustic loading .,8,640,the design of structures to resist jet noise fatigue .,15.74509400829456,False
108,what data is there on the fatigue of structures under acoustic loading .,9,881,cumulative damage in fatigue .,12.215332278710775,False
108,what data is there on the fatigue of structures under acoustic loading .,10,768,"formulae for use with the fatigue load meter in the
assessment of wing fatigue life .",11.616652263122624,False
109,panels subjected to aerodynamic heating .,1,391,"flutter of rectangular simply supported panels at high
supersonic speeds .",12.548478905107777,False
109,panels subjected to aerodynamic heating .,2,859,"flutter of aerodynamically heated aluminium-alloy and
stainless steel panels with length-width ratio of 10
at mach 3. 0.",12.263197415711337,False
109,panels subjected to aerodynamic heating .,3,627,flutter analysis of circular panels .,11.427356594282275,False
109,panels subjected to aerodynamic heating .,4,711,"an investigation at subsonic speeds of aerodynamic characteristics at
angles of attack from -dash 4degrees to 100degrees of a delta-wing
reentry configuration having folding wingtip panels .",11.03925277521499,False
109,panels subjected to aerodynamic heating .,5,1008,free-flight measurements of the static and dynamic .,11.014074170417908,False
109,panels subjected to aerodynamic heating .,6,51,"theory of aircraft structural models subjected to aerodynamic
heating and external loads .",10.833649078150735,False
109,panels subjected to aerodynamic heating .,7,31,thermal buckling of supersonic wing panels .,10.13525402799808,False
109,panels subjected to aerodynamic heating .,8,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",10.129035309967598,False
109,panels subjected to aerodynamic heating .,9,5,"one-dimensional transient heat conduction into a double-layer
slab subjected to a linear heat input for a small time
internal .",9.83301224959999,False
109,panels subjected to aerodynamic heating .,10,390,some panel-flutter studies using piston theory .,9.224879348636321,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",1,495,"on similar solutions for strong blast waves and their
application to steady hypersonic flow .",29.049431350043474,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",2,654,"on the propagation and structure of the blast wave .
 part 1.",15.347357252569717,True
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",3,556,"numerical comparison between exact and approximate
theories of hypersonic inviscid flow past slender blunt
nosed bodies .",15.161817360242706,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",4,472,waves in supersonic flow .,15.05367514943604,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",5,1327,on the propagation and structure of the blast wave .,14.70604255060001,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",6,28,"a note on the explosion solution of sedov with application
to the newtonian theory of unsteady hypersonic flow .",14.483433390583203,True
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",7,1186,"lift of slender delta wings according to newtonian
theory .",14.235134296644258,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",8,72,"boundary layer behind shock or thin expansion wave
moving into stationary fluid .",13.936138101648595,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",9,305,"hypersonic strong viscous interaction on a flat plate
with surface mass transfer .",13.493284840667407,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",10,570,"on the boundary layer equations in hypersonic flow
and their approximate solutions .",13.155589843673422,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",1,15,on two-dimensional panel flutter .,17.259572066578205,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",2,862,"the phenomenon of change in buckle pattern in elastic
structures .",16.004337947593342,True
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",3,1387,"the buckling of a square panel under shear, when one
pair of opposite edges is clamped and the other pair
is simply supported .",15.903065687867633,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",4,1398,"stability of rectangular plates under shear and bending
forces .",15.529438125651058,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",5,1117,"stability of orthotropic cylindrical shells under combined
loading .",15.12451889104365,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",6,412,"critical combinations of shear and transverse direct
stress for an infinitely long flat plate with
edges elastically restrained against rotation .",14.836663842931593,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",7,856,"some experimental studies of panel flutter at mach
1 .3.",14.287260319991193,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",8,1015,principles of creep buckling weight-strength analysis .,14.28693388977674,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",9,1173,the buckling of cylindrical shells under longitudinally varying loads .,13.668978519420152,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",10,926,"post buckling behaviour of circular cylinderical shells
under hydrostatic pressure .",13.664675911784059,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",1,894,"flutter of a two dimensional simply supported buckled
panel with elastic restraint against edge displacement .",26.328257101819442,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",2,627,flutter analysis of circular panels .,17.832339968547142,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",3,390,some panel-flutter studies using piston theory .,17.791089313816656,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",4,857,"experimental studies of flutter of buckled rectangular
panels at mach numbers from 1. 2 to 3. 0 including
effects of pressure differential and of panel
width-length ratio .",17.182557727054984,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",5,856,"some experimental studies of panel flutter at mach
1 .3.",17.027938546301904,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",6,1131,"the effect of axial constraint on the instability of
thin conical shells under external pressure .",16.413331055092485,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",7,1008,free-flight measurements of the static and dynamic .,15.80318229219632,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",8,392,"natural frequencies of rectangular plates with edges
elastically restrained against rotation .",15.245151684462748,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",9,686,"flutter tests of some simple models at a mach number
of 7. 2 in helium flow .",15.03061384649152,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",10,766,"experimental investigation at mach number of 3. 0 of
effects of thermal stress and buckling on flutter characteristics
of flat single-bay panels of length-width ratio 0. 96 .",14.231111584169572,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",1,641,"reduction of the clamped plate to two membrane problems
with an application to uniformly loaded sectors .",40.83229334752351,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",2,730,on the bending of a clamped plate .,27.48174643532147,True
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",3,734,"the bending of uniformly loaded clamped plate in the
form of a circular sector .",24.84896441564441,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",4,422,"bending of a square plate with two adjacent edges free
and the others clamped or simply supported .",22.467385529950203,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",5,735,"the bending of uniformly loaded sectorial plates with
clamped edges .",19.319630407542245,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",6,736,the bending of a wedge shaped plate .,18.82512078987876,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",7,733,the bending of a sectorial plate .,18.098530336833065,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",8,648,"the approximate analysis of certain boundary value
problems .",17.178923960032122,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",9,647,"bending of a uniformly loaded rectangular plate with
two adjacent edges and the others either simply supported
or free .",16.919673370566642,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",10,936,"a donnell-type theory for asymmetrical bending and
buckling of thin conical shells .",16.86245001251569,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",1,704,"a systematic kernel function procedure for determining aerodynamic
forces on oscillating or steady finite wings at subsonic speeds .",16.78179859193217,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",2,748,"subsonic aerodynamic flutter derivatives for wings and control surfaces,
 /compressible and incompressible flow/ .",15.476489349248386,True
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",3,815,"investigation of several blunt bodies to determine
trans- onic aerodynamic characteristics including effects
of spinning and of extendible afterbody flaps and some
measurements of unsteady base pressures .",15.124515237470625,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",4,709,"static longitudinal aerodynamic characteristics at transonic speeds and
angles of attack up to 99degree of a reentry glider having folding
wingtip panels .",14.013570917979052,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",5,638,"longitudinal aerodynamic characteristics at low subsonic
speeds of a highly swept wing utilizing nose deflection
for control .",13.841725754351462,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",6,708,"aerodynamic characteristics of two winged reentry vehicles at supersonic
 and hypersonic speeds .",13.337377818495721,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",7,467,"thin airfoil theory based on approximate solution of the transonic flow
equation .",13.249266359996367,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",8,1272,"oscillatory aerodynamic coefficients for a unified
supersonic hypersonic strip theory .",12.996844774613583,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",9,780,"the transonic characteristics of 38 cambered rectangular
wings of varying aspect ratio and thickness as determined
by transonic-bump technique .",12.985889108377611,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",10,360,lift on inclined bodies of revolution in hypersonic flow .,12.851089815416238,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",1,895,"the airforces on the low aspect ratio rectangular wing
oscillating in sonic flow .",27.74162484730247,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",2,919,"theoretical studies of unsteady transonic flow . part iii . the
oscillating low aspect ratio rectangular wing .",23.96803326269432,True
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",3,918,"on the low aspect ratio oscillating rectangular wing
in supersonic flow .",22.01584351322866,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",4,704,"a systematic kernel function procedure for determining aerodynamic
forces on oscillating or steady finite wings at subsonic speeds .",18.983905620692447,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",5,712,"low-speed longitudinal aerodynamic characteristics associated with a
series of low-aspect ratio wings having variations in leading-edge
contour .",18.930961296317026,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",6,780,"the transonic characteristics of 38 cambered rectangular
wings of varying aspect ratio and thickness as determined
by transonic-bump technique .",18.2562234569459,False
