preprocessing,k1,b,query_id,query_text,rank,document_id,document_title,score,relevant
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",3,1119,plastic stability theory of thin shells .,22.93518660768722,False
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",4,817,loading paths and the incremental stress law .,21.60574425002361,True
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",5,818,"a quantitative comparison of flow and deformation theories
of plasticity .",21.334603621605687,True
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",6,825,inelastic instability and incremental theories of plasticity .,20.261369160718807,True
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",7,823,"plastic torsional buckling strength of cylinders including
the effects of imperfections .",19.428637905951526,False
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",8,837,"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .",19.340457252566104,False
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",9,820,theories of plastic buckling .,19.315168685669633,True
without_stopwords_with_stemming,0.5,0.0,101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",10,826,small bending and stretching of sandwich type shells .,19.014817571623336,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,1,1339,"calculation of flutter characteristics for finite-span swept or unswept
wings at subsonic and supersonic speeds by a modified strip analysis .",10.716438120098406,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,2,1289,"numerical technique to lifting surface theory for calculation
of unsteady aerodynamic forces due to continuous sinusoidal
gusts on several wing planforms at sobsonic speeds .",10.492666019892143,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,3,1290,"measured and calculated subsonic and transonic flutter
characteristics of a 45 sweptback wing planform in
air and in freon-12 in the langley transonic dynamics
tunnel .",9.790907394377824,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,4,729,stresses in continuous skin stiffener panels under random loading .,9.456344148940014,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,5,1007,free-flight measurements of the static and dynamic .,9.323154602290025,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,6,132,"viscosity effects in sound waves of finite amplitude:
in survey in mechanics .",9.297399726054255,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,7,1024,note on creep buckling of columns .,8.647336131630622,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,8,827,"a nonlinear theory of bending and buckling of thin
elastic shallow spherical shells .",8.627481040479926,False
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,9,910,"natural frequencies of continuous beams of uniform
span length .",8.622177915331605,True
without_stopwords_with_stemming,0.5,0.0,102,basic dynamic characteristics of structures continuous over many spans .,10,720,"a note on the use of sandwich structures in severe acoustic
environments .",8.3197442058922,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,1,761,buckling of sandwich under normal pressure .,13.825260063369846,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,2,1214,"the drag of elongated bodies over a wide reynolds number
range .",12.509830590933788,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,3,1127,the buckling of sandwich type panels .,9.545224402290767,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,4,1050,"compressive buckling of simply supported curved plates
and cylinders of sandwich construction .",9.050241911954336,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,5,956,"elastic stability of simply supported corrugated core
sand- wich cylinders .",8.65233460959211,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,6,826,small bending and stretching of sandwich type shells .,8.586494329595357,True
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,7,1048,a small deflection theory for curved sandwich plates .,8.3654347171719,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,8,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",7.8380187698773245,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,9,329,"various aerodynamic characteristics in hypersonic rarefied
gas flow .",7.785533582993171,False
without_stopwords_with_stemming,0.5,0.0,103,is the information on the buckling of sandwich sphere available .,10,1119,plastic stability theory of thin shells .,7.784019461823185,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",1,762,"allowable axial loads and bending moments for inelastic structures
under nonuniform temperature distribution .",18.9881240624336,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",2,837,"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .",18.24060399009061,True
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",3,739,"the buckling of thin cylindrical shells under axial
compression .",14.013585934881496,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",4,644,"a study of the cantilever square plate subjected to
a uniform loading .",14.010414598001896,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",5,825,inelastic instability and incremental theories of plasticity .,14.002079929578274,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",6,462,photo-thermoelasticity .,13.716123318312494,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",7,826,small bending and stretching of sandwich type shells .,13.35379013163041,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",8,824,on the concept of stability of inelastic systems .,13.333668666584858,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",9,1024,note on creep buckling of columns .,13.250862611223244,False
without_stopwords_with_stemming,0.5,0.0,104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",10,863,loads and deformations of buckled rectangular plates .,11.47615060466568,False
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",1,764,"breathing vibrations of a circular shell with an internal
liquid .",29.287717906563948,False
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",2,848,"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .",27.596086412434506,True
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",3,846,"on the vibration of thin cylindrical shells under internal
pressure .",16.664990649342492,True
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",4,847,"experimental study of the vibrations of a circular
cylindrical shell .",15.343551515580515,True
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",5,739,"the buckling of thin cylindrical shells under axial
compression .",14.064307312650834,False
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",6,1039,"on transverse vibrations of thin, shallow elastic shells .",12.287861217880348,False
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",7,763,"effects of internal pressure on the buckling of circular-cylindrical
shells under bending.",12.089740963202166,False
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",8,953,"vibrations of infinitely long cylindrical shells under
initial stress .",11.62040002139853,False
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",9,1051,"the stability of thin-walled unstiffened circular cylinders
under axial compression including the effects of internal
pressure .",11.54817567573905,False
without_stopwords_with_stemming,0.5,0.0,105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",10,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",11.115359862171111,False
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,1,1040,"on transverse vibrations of thin, shallow elastic shells .",10.98619529317619,False
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,2,847,"experimental study of the vibrations of a circular
cylindrical shell .",9.24217692271356,True
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,3,764,"breathing vibrations of a circular shell with an internal
liquid .",9.18471818891499,False
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,4,844,"flexural vibrations of the walls of thin cylindrical
shells having freely supported ends .",8.980042710710471,True
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,5,846,"on the vibration of thin cylindrical shells under internal
pressure .",8.863927925309245,True
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,6,1039,"on transverse vibrations of thin, shallow elastic shells .",8.746402133671804,False
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,7,42,"the gyroscopic effect of a rigid rotating propeller
on engine and wing vibration modes .",8.48354525332661,False
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,8,739,"the buckling of thin cylindrical shells under axial
compression .",8.307767090010584,False
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,9,1036,"on transverse vibrations of thin, shallow elastic shells .",7.6932708796283045,False
without_stopwords_with_stemming,0.5,0.0,106,experimental techniques in shell vibration .,10,552,chemical kinetics of high temperature air .,7.538901619912069,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",1,640,the design of structures to resist jet noise fatigue .,33.98636714194343,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",2,725,"the response of a typical aircraft structure to jet
noise .",19.909821345818084,True
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",3,29,"a simple model study of transient temperature and thermal
stress distribution due to aerodynamic heating .",18.200606380220805,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",4,883,correlated fatigue data for aircraft structural joints .,18.046095777204552,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",5,720,"a note on the use of sandwich structures in severe acoustic
environments .",17.762258808503258,True
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",6,870,effect of rheological behaviour on thermal stresses .,16.952529794085418,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",7,220,"a general purpose analogue correlator for the analysis of
random noise signals .",16.822006965734822,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",8,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",16.793137441610153,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",9,724,structural acoustic proof testing .,16.165945992470967,False
without_stopwords_with_stemming,0.5,0.0,107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",10,1039,"on transverse vibrations of thin, shallow elastic shells .",16.039451180618688,False
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,1,75,studies of structural failure due to acoustic loading .,18.81400592658913,True
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,2,724,structural acoustic proof testing .,16.761639479879697,True
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,3,727,"a study of the acoustic fatigue characteristics of
some flat and curved aluminium panels exposed to random
and discrete noise .",16.073110574619474,True
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,4,640,the design of structures to resist jet noise fatigue .,15.649089840782606,False
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,5,721,near noise field of a jet engine exhaust .,15.170308864804062,False
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,6,720,"a note on the use of sandwich structures in severe acoustic
environments .",14.740570028356654,True
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,7,883,correlated fatigue data for aircraft structural joints .,13.11418962646233,False
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,8,884,the estimation of fatigue damage on structural elements .,12.816507446252889,False
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,9,726,on structural fatigue under random loading .,11.727001918099797,True
without_stopwords_with_stemming,0.5,0.0,108,what data is there on the fatigue of structures under acoustic loading .,10,837,"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .",9.887646594994145,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,1,391,"flutter of rectangular simply supported panels at high
supersonic speeds .",10.04212173839751,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,2,859,"flutter of aerodynamically heated aluminium-alloy and
stainless steel panels with length-width ratio of 10
at mach 3. 0.",9.751047523348458,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,3,627,flutter analysis of circular panels .,9.50777224509978,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,4,711,"an investigation at subsonic speeds of aerodynamic characteristics at
angles of attack from -dash 4degrees to 100degrees of a delta-wing
reentry configuration having folding wingtip panels .",8.906960531199287,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,5,51,"theory of aircraft structural models subjected to aerodynamic
heating and external loads .",8.487293172810066,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,6,1008,free-flight measurements of the static and dynamic .,8.319884434511096,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,7,933,"the characteristics of roughness from insects as observed
for two-dimensional, incompressible flow past airfoils .",8.136880556947741,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,8,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",7.752396305045712,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,9,899,aerodynamic effects on boundary layer unsteadiness .,7.588795446437709,False
without_stopwords_with_stemming,0.5,0.0,109,panels subjected to aerodynamic heating .,10,66,"some effects of joint conductivity on the temperature
and thermal stresses in aerodynamically heated skin-stiffener
combinations .",7.529189720026347,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",1,495,"on similar solutions for strong blast waves and their
application to steady hypersonic flow .",22.564708991588518,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",2,572,"boundary layer displacement and leading edge bluntness effects in high
temperature hypersonic flow .",17.777597754881622,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",3,25,inviscid hypersonic flow over blunt-nosed slender bodies .,15.977537704619134,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",4,72,"boundary layer behind shock or thin expansion wave
moving into stationary fluid .",14.832756141718187,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",5,110,dynamics of a dissociating gas .,14.63570294310794,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",6,262,the formation of a blast wave by a very intense explosion .,14.42928591390036,True
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",7,1280,wings with minimum drag due to lift in supersonic flow .,13.600245631057101,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",8,556,"numerical comparison between exact and approximate
theories of hypersonic inviscid flow past slender blunt
nosed bodies .",13.535043672203127,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",9,1310,"survey of inviscid hypersonic flow theory for geometrically
slender shapes .",13.419550467858826,False
without_stopwords_with_stemming,0.5,0.0,11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",10,1375,"an approximate solution for the axisymmetric jet of a laminar
compressible fluid .",12.471607947365019,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",1,15,on two-dimensional panel flutter .,14.817208480425926,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",2,1387,"the buckling of a square panel under shear, when one
pair of opposite edges is clamped and the other pair
is simply supported .",13.782459823559078,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",3,1398,"stability of rectangular plates under shear and bending
forces .",13.591146532228372,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",4,856,"some experimental studies of panel flutter at mach
1 .3.",13.555179487504779,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",5,1117,"stability of orthotropic cylindrical shells under combined
loading .",13.446108156191567,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",6,827,"a nonlinear theory of bending and buckling of thin
elastic shallow spherical shells .",12.361849440589904,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",7,857,"experimental studies of flutter of buckled rectangular
panels at mach numbers from 1. 2 to 3. 0 including
effects of pressure differential and of panel
width-length ratio .",12.210733729509613,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",8,1035,note on creep buckling of columns .,12.158711428117789,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",9,1015,principles of creep buckling weight-strength analysis .,11.957297785648333,False
without_stopwords_with_stemming,0.5,0.0,110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",10,889,"a simplified method of elastic stability analysis for
thin cylindrical shells .",11.837314214268542,False
without_stopwords_with_stemming,0.5,0.0,111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",1,894,"flutter of a two dimensional simply supported buckled
panel with elastic restraint against edge displacement .",22.161905809868358,False
without_stopwords_with_stemming,0.5,0.0,111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",2,627,flutter analysis of circular panels .,14.311861731952096,True
without_stopwords_with_stemming,0.5,0.0,111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",3,686,"flutter tests of some simple models at a mach number
of 7. 2 in helium flow .",14.297953062121653,False
without_stopwords_with_stemming,0.5,0.0,111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",4,390,some panel-flutter studies using piston theory .,14.075301491035038,False
without_stopwords_with_stemming,0.5,0.0,111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",5,857,"experimental studies of flutter of buckled rectangular
panels at mach numbers from 1. 2 to 3. 0 including
effects of pressure differential and of panel
width-length ratio .",13.350972152163296,False
