query_id,query_text,rank,document_id,document_title,score,relevant
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",10,826,small bending and stretching of sandwich type shells .,0.18032168976792573,False
102,basic dynamic characteristics of structures continuous over many spans .,1,910,"natural frequencies of continuous beams of uniform
span length .",0.23682087755578493,True
102,basic dynamic characteristics of structures continuous over many spans .,2,1007,free-flight measurements of the static and dynamic .,0.1397928597480743,False
102,basic dynamic characteristics of structures continuous over many spans .,3,516,"free-flight measurements of the dynamic longitudinal
stability characteristics of a wind tunnel interference
model (m=0 .92 to 1. 35) .",0.13299345265099324,False
102,basic dynamic characteristics of structures continuous over many spans .,4,729,stresses in continuous skin stiffener panels under random loading .,0.12294608369796106,False
102,basic dynamic characteristics of structures continuous over many spans .,5,1001,"wind tunnel investigation of the static and dynamic stability
characteristics of a 10degree semivertex angle blunted cone .",0.12203599710321371,False
102,basic dynamic characteristics of structures continuous over many spans .,6,728,free vibrations of continuous skin stringer panels .,0.1194580970610737,True
102,basic dynamic characteristics of structures continuous over many spans .,7,1092,"wing-nacelle-propeller interference for wings of various
spans . force and pressure distribution tests .",0.11756088712231005,False
102,basic dynamic characteristics of structures continuous over many spans .,8,862,"the phenomenon of change in buckle pattern in elastic
structures .",0.11464804481107675,False
102,basic dynamic characteristics of structures continuous over many spans .,9,998,"equations, tables and charts for compressible flow .",0.11373690616231408,False
102,basic dynamic characteristics of structures continuous over many spans .,10,1331,"calculated responses of a large sweptwing airplane
to continuous turbulence with flight-test comparisons .",0.1042863479436579,False
103,is the information on the buckling of sandwich sphere available .,1,761,buckling of sandwich under normal pressure .,0.44602674517654917,False
103,is the information on the buckling of sandwich sphere available .,2,1048,a small deflection theory for curved sandwich plates .,0.2786871520447682,False
103,is the information on the buckling of sandwich sphere available .,3,1050,"compressive buckling of simply supported curved plates
and cylinders of sandwich construction .",0.25674212088364046,False
103,is the information on the buckling of sandwich sphere available .,4,1049,elastic constants for corrugated core sandwich plates .,0.20307655216812254,False
103,is the information on the buckling of sandwich sphere available .,5,770,the flow of a compressible fluid past a sphere .,0.19048168498385323,False
103,is the information on the buckling of sandwich sphere available .,6,1127,the buckling of sandwich type panels .,0.186223059987257,False
103,is the information on the buckling of sandwich sphere available .,7,956,"elastic stability of simply supported corrugated core
sand- wich cylinders .",0.16925681872342407,False
103,is the information on the buckling of sandwich sphere available .,8,669,subsonic potential flow past a sphere inside a cylindrical duct .,0.16764291157904457,False
103,is the information on the buckling of sandwich sphere available .,9,720,"a note on the use of sandwich structures in severe acoustic
environments .",0.15946337980373507,False
103,is the information on the buckling of sandwich sphere available .,10,951,a unified theory of creep buckling under normal loads .,0.15892849622349906,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",1,762,"allowable axial loads and bending moments for inelastic structures
under nonuniform temperature distribution .",0.26899956777909245,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",2,821,inelastic column theory .,0.18803933891204927,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",3,1024,note on creep buckling of columns .,0.18442279392721317,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",4,644,"a study of the cantilever square plate subjected to
a uniform loading .",0.17504049869670635,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",5,760,"inelastic buckling of initially imperfect cylindrical
shells subject to axial compression .",0.16049631246326362,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",6,837,"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .",0.15265334162532518,True
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",7,462,photo-thermoelasticity .,0.15173079937273506,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",8,29,"a simple model study of transient temperature and thermal
stress distribution due to aerodynamic heating .",0.15121147059866774,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",9,1055,non-linear bending and buckling of circular plates .,0.15086424430095444,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",10,744,"lower buckling load in the non-linear buckling theory
of thin shells .",0.1448694696108579,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",1,848,"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .",0.5997039136733231,True
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",2,764,"breathing vibrations of a circular shell with an internal
liquid .",0.4411583814905859,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",3,847,"experimental study of the vibrations of a circular
cylindrical shell .",0.2949064675896526,True
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",4,953,"vibrations of infinitely long cylindrical shells under
initial stress .",0.22245442568964016,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",5,763,"effects of internal pressure on the buckling of circular-cylindrical
shells under bending.",0.1697953573068705,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",6,1037,"on transverse vibrations of thin, shallow elastic shells .",0.15872360822028186,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",7,1071,"stability of thin torispherical shells under uniform
internal pressure .",0.15276175148927446,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",8,821,inelastic column theory .,0.15035808825346864,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",9,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",0.14862704589690068,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",10,1129,"general instability of a ring stiffened circular cylindrical
shell under hydrostatic pressure .",0.13699123870608051,False
106,experimental techniques in shell vibration .,1,594,"wind tunnel techniques for the measurements of oscillatory
derivatives .",0.1972287056621343,False
106,experimental techniques in shell vibration .,2,847,"experimental study of the vibrations of a circular
cylindrical shell .",0.18247695353159307,True
106,experimental techniques in shell vibration .,3,764,"breathing vibrations of a circular shell with an internal
liquid .",0.16916461645342257,False
106,experimental techniques in shell vibration .,4,908,random vibration .,0.15976854039791277,False
106,experimental techniques in shell vibration .,5,848,"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .",0.15528506798079766,False
106,experimental techniques in shell vibration .,6,878,"experimental model techniques and equipment for flutter
investigations .",0.15348015341119864,False
106,experimental techniques in shell vibration .,7,1129,"general instability of a ring stiffened circular cylindrical
shell under hydrostatic pressure .",0.14815979872957072,False
106,experimental techniques in shell vibration .,8,846,"on the vibration of thin cylindrical shells under internal
pressure .",0.14694119799581717,True
106,experimental techniques in shell vibration .,9,844,"flexural vibrations of the walls of thin cylindrical
shells having freely supported ends .",0.14525641843169904,True
106,experimental techniques in shell vibration .,10,42,"the gyroscopic effect of a rigid rotating propeller
on engine and wing vibration modes .",0.13900023603263104,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",1,725,"the response of a typical aircraft structure to jet
noise .",0.2572269627693091,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",2,640,the design of structures to resist jet noise fatigue .,0.23426889675352836,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",3,909,the effect of jet noise on aircraft structures .,0.22857057191961655,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",4,883,correlated fatigue data for aircraft structural joints .,0.1707953916009015,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",5,29,"a simple model study of transient temperature and thermal
stress distribution due to aerodynamic heating .",0.16647110582107727,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",6,911,"experimental study of the random vibrations of an aircraft
structure excited by jet noise .",0.16116935155637532,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",7,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",0.1477725355261174,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",8,345,"the interaction of shock waves with boundary layer
on a flat surface .",0.1409923772426243,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",9,1124,"design of missile bodies for minimum drag at very high
speeds - thickness ratio, lift, and center of pressure
given .",0.1401844035121249,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",10,1279,sublimation in a hypersonic environment .,0.1298062007748104,False
108,what data is there on the fatigue of structures under acoustic loading .,1,75,studies of structural failure due to acoustic loading .,0.4398787425080581,True
108,what data is there on the fatigue of structures under acoustic loading .,2,720,"a note on the use of sandwich structures in severe acoustic
environments .",0.31506714827886245,True
108,what data is there on the fatigue of structures under acoustic loading .,3,909,the effect of jet noise on aircraft structures .,0.24611628352744822,True
108,what data is there on the fatigue of structures under acoustic loading .,4,726,on structural fatigue under random loading .,0.24381147715100182,True
108,what data is there on the fatigue of structures under acoustic loading .,5,727,"a study of the acoustic fatigue characteristics of
some flat and curved aluminium panels exposed to random
and discrete noise .",0.24276060003375655,True
108,what data is there on the fatigue of structures under acoustic loading .,6,724,structural acoustic proof testing .,0.23427718654755886,True
108,what data is there on the fatigue of structures under acoustic loading .,7,884,the estimation of fatigue damage on structural elements .,0.2240584652172368,False
108,what data is there on the fatigue of structures under acoustic loading .,8,881,cumulative damage in fatigue .,0.19327228613551423,False
108,what data is there on the fatigue of structures under acoustic loading .,9,723,"on the fatigue failure of structures due to vibrations excited
by random pressure fields .",0.18579669227986742,True
108,what data is there on the fatigue of structures under acoustic loading .,10,768,"formulae for use with the fatigue load meter in the
assessment of wing fatigue life .",0.18519043291108,False
109,panels subjected to aerodynamic heating .,1,31,thermal buckling of supersonic wing panels .,0.3325763628959923,False
109,panels subjected to aerodynamic heating .,2,1008,free-flight measurements of the static and dynamic .,0.2878217928869955,False
109,panels subjected to aerodynamic heating .,3,51,"theory of aircraft structural models subjected to aerodynamic
heating and external loads .",0.2546387035559258,False
109,panels subjected to aerodynamic heating .,4,5,"one-dimensional transient heat conduction into a double-layer
slab subjected to a linear heat input for a small time
internal .",0.24047270804489718,False
109,panels subjected to aerodynamic heating .,5,391,"flutter of rectangular simply supported panels at high
supersonic speeds .",0.2309075825792421,False
109,panels subjected to aerodynamic heating .,6,711,"an investigation at subsonic speeds of aerodynamic characteristics at
angles of attack from -dash 4degrees to 100degrees of a delta-wing
reentry configuration having folding wingtip panels .",0.23004307744065608,False
109,panels subjected to aerodynamic heating .,7,864,status of flutter of flat and curved panels .,0.21832970251804718,False
109,panels subjected to aerodynamic heating .,8,859,"flutter of aerodynamically heated aluminium-alloy and
stainless steel panels with length-width ratio of 10
at mach 3. 0.",0.2121009201191702,False
109,panels subjected to aerodynamic heating .,9,627,flutter analysis of circular panels .,0.20719705799844612,False
109,panels subjected to aerodynamic heating .,10,982,"the temperature history in a thick skin subjected to laminar heating
during entry into the atmosphere .",0.20026741665929976,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",1,495,"on similar solutions for strong blast waves and their
application to steady hypersonic flow .",0.3998966538016417,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",2,654,"on the propagation and structure of the blast wave .
 part 1.",0.24256544233422359,True
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",3,1327,on the propagation and structure of the blast wave .,0.17999162415743322,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",4,472,waves in supersonic flow .,0.15675058777994338,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",5,305,"hypersonic strong viscous interaction on a flat plate
with surface mass transfer .",0.15404037242232954,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",6,1238,"the newtonian approximation in magnetic hypersonic
stagnation-point flow .",0.14946391159361375,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",7,273,flow past slender blunt bodies - a review and extension .,0.14674542651856368,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",8,27,newtonian flow theory for slender bodies .,0.14358631507212313,True
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",9,72,"boundary layer behind shock or thin expansion wave
moving into stationary fluid .",0.14029276879770528,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",10,556,"numerical comparison between exact and approximate
theories of hypersonic inviscid flow past slender blunt
nosed bodies .",0.13893725922803854,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",1,642,"the buckling strength of a uniform circular cylinder
loaded in axial compression .",0.18824880140128097,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",2,1020,note on creep buckling of columns .,0.18699337086761128,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",3,1117,"stability of orthotropic cylindrical shells under combined
loading .",0.1865037951947073,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",4,915,a buckled plate in a supersonic stream .,0.18638897767699358,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",5,1131,"the effect of axial constraint on the instability of
thin conical shells under external pressure .",0.17126068680862327,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",6,1013,principles of creep buckling weight-strength analysis .,0.16637421256674895,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",7,932,buckling of circular cones under axial compression .,0.15949830698654013,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",8,761,buckling of sandwich under normal pressure .,0.15827527232932703,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",9,245,the ground effect on the jet flap in two dimensions .,0.15776147748668615,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",10,424,cantilever plate with concentrated edge load .,0.15759920426399326,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",1,894,"flutter of a two dimensional simply supported buckled
panel with elastic restraint against edge displacement .",0.34436187087537673,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",2,390,some panel-flutter studies using piston theory .,0.22421316795030255,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",3,1008,free-flight measurements of the static and dynamic .,0.21289584186657312,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",4,391,"flutter of rectangular simply supported panels at high
supersonic speeds .",0.19830083717841687,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",5,857,"experimental studies of flutter of buckled rectangular
panels at mach numbers from 1. 2 to 3. 0 including
effects of pressure differential and of panel
width-length ratio .",0.1931919616968833,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",6,1131,"the effect of axial constraint on the instability of
thin conical shells under external pressure .",0.19169226294294575,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",7,627,flutter analysis of circular panels .,0.18373615906452317,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",8,766,"experimental investigation at mach number of 3. 0 of
effects of thermal stress and buckling on flutter characteristics
of flat single-bay panels of length-width ratio 0. 96 .",0.17890676901988745,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",9,856,"some experimental studies of panel flutter at mach
1 .3.",0.17719104967405103,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",10,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",0.17502546709394573,True
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",1,641,"reduction of the clamped plate to two membrane problems
with an application to uniformly loaded sectors .",0.5075588525798169,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",2,730,on the bending of a clamped plate .,0.3251404953272358,True
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",3,735,"the bending of uniformly loaded sectorial plates with
clamped edges .",0.25258084545701676,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",4,736,the bending of a wedge shaped plate .,0.24476602555235175,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",5,854,"boundary-value problems of the thin-walled circular
cylinder .",0.24026264860936664,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",6,1045,the bending strength of pressurized cylinders .,0.2382254955654696,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",7,422,"bending of a square plate with two adjacent edges free
and the others clamped or simply supported .",0.2331908828454222,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",8,733,the bending of a sectorial plate .,0.21794200422956417,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",9,955,"the membrane approach to bending instability of pressureized
cylindrical shells .",0.20947331024102053,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",10,734,"the bending of uniformly loaded clamped plate in the
form of a circular sector .",0.20846607925756078,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",1,748,"subsonic aerodynamic flutter derivatives for wings and control surfaces,
 /compressible and incompressible flow/ .",0.26370395695399906,True
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",2,1272,"oscillatory aerodynamic coefficients for a unified
supersonic hypersonic strip theory .",0.20510104757860598,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",3,265,"some instabilities arising from the interaction between
shock waves and boundary layer .",0.17398251640509135,True
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",4,708,"aerodynamic characteristics of two winged reentry vehicles at supersonic
 and hypersonic speeds .",0.17364968390384541,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",5,704,"a systematic kernel function procedure for determining aerodynamic
forces on oscillating or steady finite wings at subsonic speeds .",0.1669336131505281,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",6,312,"chordwise pressure distributions over several naca
16 series airfoils at transonic mach numbers up to
1.25 .",0.16539476616234491,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",7,716,"study of the oscillatory motion of manned vehicles
entering the earth's atmosphere .",0.16133345573356075,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",8,594,"wind tunnel techniques for the measurements of oscillatory
derivatives .",0.1529919259832899,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",9,685,"aerodynamic effects of some configuration variables
on the aeroelastic characteristics of lifting surfaces
at mach numbers from 0. 7 to 6. 86 .",0.14873162687078506,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",10,815,"investigation of several blunt bodies to determine
trans- onic aerodynamic characteristics including effects
of spinning and of extendible afterbody flaps and some
measurements of unsteady base pressures .",0.14833751579253124,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",1,895,"the airforces on the low aspect ratio rectangular wing
oscillating in sonic flow .",0.36491385887812927,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",2,918,"on the low aspect ratio oscillating rectangular wing
in supersonic flow .",0.17281718431433446,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",3,1290,"measured and calculated subsonic and transonic flutter
characteristics of a 45 sweptback wing planform in
air and in freon-12 in the langley transonic dynamics
tunnel .",0.15847272960200728,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",4,1266,minimum wing wave drag with volume constraint .,0.15636715332471662,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",5,685,"aerodynamic effects of some configuration variables
on the aeroelastic characteristics of lifting surfaces
at mach numbers from 0. 7 to 6. 86 .",0.13537553755316895,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",6,609,"on three dimensional bodies of delta planform which
can support plane attached shock waves .",0.13347547324271525,False
